DurationTime,NumberOfProcessedDatasets,NumberOfDatasetsInDatabase
0.19145660679340357,1,10000
0.19338512153625484,1,20000
0.1923640091180801,1,30000
0.19327145493030543,1,40000
0.18630772650241847,1,50000
0.1875816621303558,1,60000
0.18312661662101742,1,70000
0.18702525727748867,1,80000
0.1874660927534103,1,90000
0.18746738471984858,1,100000
