DurationTime,NumberOfProcessedDatasets,NumberOfDatasetsInDatabase
0.13395752906799316,1,10000
0.1993379545211792,1,20000
0.23732769012451171,1,30000
0.2982624626159668,1,40000
0.3122940683364868,1,50000
0.3320910358428955,1,60000
0.37885838985443115,1,70000
0.41961254596710207,1,80000
0.43018171310424806,1,90000
0.45746808528900146,1,100000
