DurationTime,NumberOfProcessedDatasets,NumberOfDatasetsInDatabase
0.05362429141998291,1,10000
0.05641571521759033,1,20000
0.05658574151992798,1,30000
0.056421546936035155,1,40000
0.05569595336914063,1,50000
0.056258943080902096,1,60000
0.057962095737457274,1,70000
0.05587843894958496,1,80000
0.05570386171340942,1,90000
0.05554870367050171,1,100000
