DurationTime,NumberOfProcessedDatasets,NumberOfDatasetsInDatabase
0.06712167263031006,1,10000
0.06918315887451172,1,20000
0.06695311069488526,1,30000
0.06854248046875,1,40000
0.07060065269470214,1,50000
0.06674659252166748,1,60000
0.06816959381103516,1,70000
0.06702573299407959,1,80000
0.06765279769897461,1,90000
0.0724182367324829,1,100000
