DurationTime,NumberOfProcessedDatasets,NumberOfDatasetsInDatabase
0.053801769781112625,1,10000
0.053139234733581495,1,20000
0.053942173910140945,1,30000
0.055743739938735916,1,40000
0.05554888429641719,1,50000
0.05533689301013942,1,60000
0.05549106400012965,1,70000
0.05882416839599605,1,80000
0.05555042107105251,1,90000
0.05760093307495113,1,100000
