Timestamp,Download Speed (Mbps),Upload Speed (Mbps)
2024-06-13 06:00:18,146.4420368716387,8.774729806445906
2024-06-13 06:06:10,129.76485968585195,35.35951825933835
2024-06-13 06:07:02,108.28767454844575,35.14249891907259
2024-06-13 06:07:54,142.3520765796785,36.19289894963711
2024-06-13 06:08:46,106.05546991498369,33.848811725478804
2024-06-13 06:09:37,110.78465753139055,33.54516038608352
2024-06-13 06:10:29,102.68719181265104,33.749722101390766
2024-06-13 06:11:20,105.57271028133022,33.330260997099195
2024-06-13 06:12:12,108.67023084467507,33.82087020676544
2024-06-13 06:13:03,104.32603383374304,33.891050115468964
2024-06-13 06:13:55,146.60531938478894,30.11555743927003
2024-06-13 06:14:46,147.42643512213454,29.256100440940013
2024-06-13 06:15:38,143.18146931126907,28.417850374605045
2024-06-13 06:16:30,145.32913177172657,29.826832134511424
2024-06-13 06:17:21,143.62793912600088,28.697336270696102
2024-06-13 06:18:13,143.64613315152008,27.697091624326525
2024-06-13 06:19:04,146.16097061792988,29.74468696729662
2024-06-13 06:19:56,140.6968134385366,28.406570743050782
2024-06-13 06:20:47,146.1286520391407,33.44766076406976
2024-06-13 06:21:39,146.87471390332271,33.95253880301407
2024-06-13 06:22:31,146.3767729983469,34.43568495205448
2024-06-13 06:23:22,146.7037069301452,29.768273367054704
2024-06-13 06:24:14,133.0690400018022,35.72937702035147
2024-06-13 06:25:06,111.4388365879164,35.398770358296474
2024-06-13 06:25:58,134.29487662046625,35.633229252163666
2024-06-13 06:26:50,118.15982192001638,34.3128643061057
2024-06-13 06:27:41,101.93477073368841,34.07339610677975
2024-06-13 06:28:33,100.43987360715117,33.89152387607873
2024-06-13 06:29:24,108.40663323191613,34.009732357732034
2024-06-13 06:30:16,126.88614266041134,24.14573697015485
2024-06-13 06:31:08,108.0949872922486,35.157624119167515
2024-06-13 06:31:59,108.23954511319673,32.7145046223647
2024-06-13 06:32:51,102.30485104934155,32.4870017321563
2024-06-13 06:33:42,123.99019295848541,29.238449259193885
2024-06-13 06:34:34,146.56549725816825,29.019268253654886
2024-06-13 06:35:25,149.00132750661552,30.08591271573311
2024-06-13 06:36:17,142.9289438781948,33.405935244909564
2024-06-13 06:37:08,147.1150623393607,34.074679878572255
